dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,10,all_persons,2018-04-01,2018-04-30,Q14b,without_children,3
Yes,10,all_persons,2018-04-01,2018-04-30,Q14b,with_children_and_adults,7
Yes,10,all_persons,2018-04-01,2018-04-30,Q14b,with_only_children,0
Yes,10,all_persons,2018-04-01,2018-04-30,Q14b,unknown_household_type,0
No,35,all_persons,2018-04-01,2018-04-30,Q14b,without_children,21
No,35,all_persons,2018-04-01,2018-04-30,Q14b,with_children_and_adults,14
No,35,all_persons,2018-04-01,2018-04-30,Q14b,with_only_children,0
No,35,all_persons,2018-04-01,2018-04-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q14b,unknown_household_type,0
Data Not Collected,9,all_persons,2018-04-01,2018-04-30,Q14b,without_children,9
Data Not Collected,9,all_persons,2018-04-01,2018-04-30,Q14b,with_children_and_adults,0
Data Not Collected,9,all_persons,2018-04-01,2018-04-30,Q14b,with_only_children,0
Data Not Collected,9,all_persons,2018-04-01,2018-04-30,Q14b,unknown_household_type,0
