persons_served,total,population,start_date,end_date,question,household_type,count
Adults,403,all_persons,2018-04-01,2018-04-30,Q7a,without_children,315
Adults,403,all_persons,2018-04-01,2018-04-30,Q7a,with_children_and_adults,87
Adults,403,all_persons,2018-04-01,2018-04-30,Q7a,with_only_children,0
Adults,403,all_persons,2018-04-01,2018-04-30,Q7a,unknown_household_type,1
Children,145,all_persons,2018-04-01,2018-04-30,Q7a,without_children,0
Children,145,all_persons,2018-04-01,2018-04-30,Q7a,with_children_and_adults,133
Children,145,all_persons,2018-04-01,2018-04-30,Q7a,with_only_children,12
Children,145,all_persons,2018-04-01,2018-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q7a,without_children,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,133,all_persons,2018-04-01,2018-04-30,Q7a,without_children,83
For PSH and RRH - the total persons served who moved into housing,133,all_persons,2018-04-01,2018-04-30,Q7a,with_children_and_adults,50
For PSH and RRH - the total persons served who moved into housing,133,all_persons,2018-04-01,2018-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,133,all_persons,2018-04-01,2018-04-30,Q7a,unknown_household_type,0
