age_group,total,population,start_date,end_date,question,household_type,count
Under 5,48,all_persons,2018-04-01,2018-04-30,Q11,without_children,0
Under 5,48,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,45
Under 5,48,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,3
Under 5,48,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
5 -  12,62,all_persons,2018-04-01,2018-04-30,Q11,without_children,0
5 -  12,62,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,59
5 -  12,62,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,3
5 -  12,62,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
13 - 17,35,all_persons,2018-04-01,2018-04-30,Q11,without_children,0
13 - 17,35,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,29
13 - 17,35,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,6
13 - 17,35,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
18 - 24,25,all_persons,2018-04-01,2018-04-30,Q11,without_children,14
18 - 24,25,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,11
18 - 24,25,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
18 - 24,25,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
25 - 34,91,all_persons,2018-04-01,2018-04-30,Q11,without_children,49
25 - 34,91,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,42
25 - 34,91,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
25 - 34,91,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
35 - 44,82,all_persons,2018-04-01,2018-04-30,Q11,without_children,58
35 - 44,82,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,24
35 - 44,82,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
35 - 44,82,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
45 - 54,87,all_persons,2018-04-01,2018-04-30,Q11,without_children,77
45 - 54,87,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,9
45 - 54,87,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
45 - 54,87,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,1
55 - 61,74,all_persons,2018-04-01,2018-04-30,Q11,without_children,73
55 - 61,74,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,1
55 - 61,74,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
55 - 61,74,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
62 +,44,all_persons,2018-04-01,2018-04-30,Q11,without_children,44
62 +,44,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,0
62 +,44,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
62 +,44,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q11,without_children,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q11,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q11,with_only_children,0
Data Not Collected,2,all_persons,2018-04-01,2018-04-30,Q11,unknown_household_type,2
