dv_history,total,population,start_date,end_date,question,household_type,count
Yes,54,all_persons,2018-04-01,2018-04-30,Q14a,without_children,33
Yes,54,all_persons,2018-04-01,2018-04-30,Q14a,with_children_and_adults,21
Yes,54,all_persons,2018-04-01,2018-04-30,Q14a,with_only_children,0
Yes,54,all_persons,2018-04-01,2018-04-30,Q14a,unknown_household_type,0
No,329,all_persons,2018-04-01,2018-04-30,Q14a,without_children,263
No,329,all_persons,2018-04-01,2018-04-30,Q14a,with_children_and_adults,65
No,329,all_persons,2018-04-01,2018-04-30,Q14a,with_only_children,1
No,329,all_persons,2018-04-01,2018-04-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_persons,2018-04-01,2018-04-30,Q14a,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2018-04-01,2018-04-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2018-04-01,2018-04-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2018-04-01,2018-04-30,Q14a,unknown_household_type,0
Data Not Collected,17,all_persons,2018-04-01,2018-04-30,Q14a,without_children,15
Data Not Collected,17,all_persons,2018-04-01,2018-04-30,Q14a,with_children_and_adults,1
Data Not Collected,17,all_persons,2018-04-01,2018-04-30,Q14a,with_only_children,0
Data Not Collected,17,all_persons,2018-04-01,2018-04-30,Q14a,unknown_household_type,1
