conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,125,14,1,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,109
Mental Health Disorder,125,14,1,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,1
Mental Health Disorder,125,14,1,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,20,0,0,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,20
Alcohol Use Disorder,20,0,0,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,0
Alcohol Use Disorder,20,0,0,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
Drug Use Disorder,18,3,0,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,15
Drug Use Disorder,18,3,0,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,0
Drug Use Disorder,18,3,0,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,17
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
Chronic Health Condition,63,11,4,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,48
Chronic Health Condition,63,11,4,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,0
Chronic Health Condition,63,11,4,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
HIV/AIDS,77,0,0,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,76
HIV/AIDS,77,0,0,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,1
HIV/AIDS,77,0,0,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
Development Disability,20,4,6,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,10
Development Disability,20,4,6,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,0
Development Disability,20,4,6,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
Physical Disability,83,5,1,all_persons,2018-04-01,2018-04-30,Q13a1,without_children,77
Physical Disability,83,5,1,all_persons,2018-04-01,2018-04-30,Q13a1,with_only_children,0
Physical Disability,83,5,1,all_persons,2018-04-01,2018-04-30,Q13a1,unknown_household_type,0
