living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",82,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,without_children,39
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",82,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_children_and_adults,43
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",82,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",82,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,without_children,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,45,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,without_children,33
Place not meant for human habitation,45,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_children_and_adults,12
Place not meant for human habitation,45,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,45,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,without_children,0
Safe Haven,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_children_and_adults,0
Safe Haven,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_only_children,0
Safe Haven,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2015-09-01,2015-09-30,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2015-09-01,2015-09-30,Q15,Institutional Settings,without_children,2
Psychiatric hospital or other psychiatric facility,2,all_persons,2015-09-01,2015-09-30,Q15,Institutional Settings,with_children_and_adults,0
