conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,89,16,3,stayers,2015-09-01,2015-09-30,Q13c1,without_children,70
Mental Health Disorder,89,16,3,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Mental Health Disorder,89,16,3,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,12,1,0,stayers,2015-09-01,2015-09-30,Q13c1,without_children,11
Alcohol Use Disorder,12,1,0,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Alcohol Use Disorder,12,1,0,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
Drug Use Disorder,3,1,0,stayers,2015-09-01,2015-09-30,Q13c1,without_children,2
Drug Use Disorder,3,1,0,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Drug Use Disorder,3,1,0,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,17,1,0,stayers,2015-09-01,2015-09-30,Q13c1,without_children,16
Both Alcohol and Drug Use Disorders,17,1,0,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,17,1,0,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
Chronic Health Condition,43,9,3,stayers,2015-09-01,2015-09-30,Q13c1,without_children,31
Chronic Health Condition,43,9,3,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Chronic Health Condition,43,9,3,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
HIV/AIDS,83,3,0,stayers,2015-09-01,2015-09-30,Q13c1,without_children,80
HIV/AIDS,83,3,0,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
HIV/AIDS,83,3,0,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
Development Disability,20,7,8,stayers,2015-09-01,2015-09-30,Q13c1,without_children,5
Development Disability,20,7,8,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Development Disability,20,7,8,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
Physical Disability,46,9,4,stayers,2015-09-01,2015-09-30,Q13c1,without_children,33
Physical Disability,46,9,4,stayers,2015-09-01,2015-09-30,Q13c1,with_only_children,0
Physical Disability,46,9,4,stayers,2015-09-01,2015-09-30,Q13c1,unknown_household_type,0
