age_group,total,population,start_date,end_date,question,household_type,count
Under 5,74,all_persons,2015-09-01,2015-09-30,Q11,without_children,0
Under 5,74,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,74
Under 5,74,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
Under 5,74,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
5 -  12,87,all_persons,2015-09-01,2015-09-30,Q11,without_children,0
5 -  12,87,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,84
5 -  12,87,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,3
5 -  12,87,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
13 - 17,41,all_persons,2015-09-01,2015-09-30,Q11,without_children,0
13 - 17,41,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,40
13 - 17,41,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,1
13 - 17,41,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
18 - 24,48,all_persons,2015-09-01,2015-09-30,Q11,without_children,17
18 - 24,48,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,31
18 - 24,48,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
18 - 24,48,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
25 - 34,84,all_persons,2015-09-01,2015-09-30,Q11,without_children,27
25 - 34,84,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,57
25 - 34,84,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
25 - 34,84,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
35 - 44,84,all_persons,2015-09-01,2015-09-30,Q11,without_children,47
35 - 44,84,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,36
35 - 44,84,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
35 - 44,84,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,1
45 - 54,105,all_persons,2015-09-01,2015-09-30,Q11,without_children,87
45 - 54,105,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,18
45 - 54,105,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
45 - 54,105,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
55 - 61,52,all_persons,2015-09-01,2015-09-30,Q11,without_children,45
55 - 61,52,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,7
55 - 61,52,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
55 - 61,52,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
62 +,32,all_persons,2015-09-01,2015-09-30,Q11,without_children,32
62 +,32,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,0
62 +,32,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
62 +,32,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q11,without_children,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q11,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q11,with_only_children,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q11,unknown_household_type,1
