dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,1,all_persons,2015-09-01,2015-09-30,Q14b,without_children,0
Yes,1,all_persons,2015-09-01,2015-09-30,Q14b,with_children_and_adults,1
Yes,1,all_persons,2015-09-01,2015-09-30,Q14b,with_only_children,0
Yes,1,all_persons,2015-09-01,2015-09-30,Q14b,unknown_household_type,0
No,20,all_persons,2015-09-01,2015-09-30,Q14b,without_children,6
No,20,all_persons,2015-09-01,2015-09-30,Q14b,with_children_and_adults,14
No,20,all_persons,2015-09-01,2015-09-30,Q14b,with_only_children,0
No,20,all_persons,2015-09-01,2015-09-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q14b,unknown_household_type,0
Data Not Collected,31,all_persons,2015-09-01,2015-09-30,Q14b,without_children,10
Data Not Collected,31,all_persons,2015-09-01,2015-09-30,Q14b,with_children_and_adults,21
Data Not Collected,31,all_persons,2015-09-01,2015-09-30,Q14b,with_only_children,0
Data Not Collected,31,all_persons,2015-09-01,2015-09-30,Q14b,unknown_household_type,0
