veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,1,all_persons,2015-09-01,2015-09-30,Q25a,without_children,1
Chronically Homeless Veteran,1,all_persons,2015-09-01,2015-09-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,1,all_persons,2015-09-01,2015-09-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,13,all_persons,2015-09-01,2015-09-30,Q25a,without_children,8
Non-Chronically Homeless Veteran,13,all_persons,2015-09-01,2015-09-30,Q25a,with_children_and_adults,5
Non-Chronically Homeless Veteran,13,all_persons,2015-09-01,2015-09-30,Q25a,unknown_household_type,0
Not a Veteran,383,all_persons,2015-09-01,2015-09-30,Q25a,without_children,238
Not a Veteran,383,all_persons,2015-09-01,2015-09-30,Q25a,with_children_and_adults,144
Not a Veteran,383,all_persons,2015-09-01,2015-09-30,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2015-09-01,2015-09-30,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-09-01,2015-09-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-09-01,2015-09-30,Q25a,unknown_household_type,0
Data Not Collected,6,all_persons,2015-09-01,2015-09-30,Q25a,without_children,6
Data Not Collected,6,all_persons,2015-09-01,2015-09-30,Q25a,with_children_and_adults,0
Data Not Collected,6,all_persons,2015-09-01,2015-09-30,Q25a,unknown_household_type,0
