ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,27,all_persons,2015-09-01,2015-09-30,Q26b,without_children,21
Chronically Homeless ,27,all_persons,2015-09-01,2015-09-30,Q26b,with_children_and_adults,6
Chronically Homeless ,27,all_persons,2015-09-01,2015-09-30,Q26b,with_only_children,0
Chronically Homeless ,27,all_persons,2015-09-01,2015-09-30,Q26b,unknown_household_type,0
Not Chronically Homeless,488,all_persons,2015-09-01,2015-09-30,Q26b,without_children,169
Not Chronically Homeless,488,all_persons,2015-09-01,2015-09-30,Q26b,with_children_and_adults,315
Not Chronically Homeless,488,all_persons,2015-09-01,2015-09-30,Q26b,with_only_children,4
Not Chronically Homeless,488,all_persons,2015-09-01,2015-09-30,Q26b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2015-09-01,2015-09-30,Q26b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2015-09-01,2015-09-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2015-09-01,2015-09-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2015-09-01,2015-09-30,Q26b,unknown_household_type,0
Data Not Collected,92,all_persons,2015-09-01,2015-09-30,Q26b,without_children,64
Data Not Collected,92,all_persons,2015-09-01,2015-09-30,Q26b,with_children_and_adults,26
Data Not Collected,92,all_persons,2015-09-01,2015-09-30,Q26b,with_only_children,0
Data Not Collected,92,all_persons,2015-09-01,2015-09-30,Q26b,unknown_household_type,2
