persons_served,total,population,start_date,end_date,question,household_type,count
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,without_children,255
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,149
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
Adults,405,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,1
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,without_children,0
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,198
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,4
Children,202,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,without_children,50
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,with_children_and_adults,86
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,136,all_persons,2015-09-01,2015-09-30,Q7a,unknown_household_type,0
