length,total,population,start_date,end_date,question,status,count
30 days or less,203,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,73
30 days or less,203,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,130
31 to 60 days,95,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,19
31 to 60 days,95,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,76
61 to 90 days,63,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,15
61 to 90 days,63,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,48
91 to 180 days,78,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,22
91 to 180 days,78,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,56
181 to 365 days,50,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,8
181 to 365 days,50,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,42
366 to 730 Days (1-2 Yrs),27,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,15
366 to 730 Days (1-2 Yrs),27,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,12
"731 to 1,095 Days (2-3 Yrs)",15,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",15,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,15
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,14
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,12
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,51
Data Not Collected,0,all_persons,2015-09-01,2015-09-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-09-01,2015-09-30,Q22a1,stayers,0
