persons_served,total,population,start_date,end_date,question,household_type,count
Adults,724,all_persons,2019-04-01,2019-04-30,Q7a,without_children,594
Adults,724,all_persons,2019-04-01,2019-04-30,Q7a,with_children_and_adults,128
Adults,724,all_persons,2019-04-01,2019-04-30,Q7a,with_only_children,0
Adults,724,all_persons,2019-04-01,2019-04-30,Q7a,unknown_household_type,2
Children,189,all_persons,2019-04-01,2019-04-30,Q7a,without_children,0
Children,189,all_persons,2019-04-01,2019-04-30,Q7a,with_children_and_adults,178
Children,189,all_persons,2019-04-01,2019-04-30,Q7a,with_only_children,11
Children,189,all_persons,2019-04-01,2019-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q7a,unknown_household_type,0
Data Not Collected,6,all_persons,2019-04-01,2019-04-30,Q7a,without_children,0
Data Not Collected,6,all_persons,2019-04-01,2019-04-30,Q7a,with_children_and_adults,0
Data Not Collected,6,all_persons,2019-04-01,2019-04-30,Q7a,with_only_children,0
Data Not Collected,6,all_persons,2019-04-01,2019-04-30,Q7a,unknown_household_type,6
For PSH and RRH - the total persons served who moved into housing,170,all_persons,2019-04-01,2019-04-30,Q7a,without_children,81
For PSH and RRH - the total persons served who moved into housing,170,all_persons,2019-04-01,2019-04-30,Q7a,with_children_and_adults,89
For PSH and RRH - the total persons served who moved into housing,170,all_persons,2019-04-01,2019-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,170,all_persons,2019-04-01,2019-04-30,Q7a,unknown_household_type,0
