veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,13,all_persons,2019-04-01,2019-04-30,Q25a,without_children,13
Chronically Homeless Veteran,13,all_persons,2019-04-01,2019-04-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,13,all_persons,2019-04-01,2019-04-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,38,all_persons,2019-04-01,2019-04-30,Q25a,without_children,34
Non-Chronically Homeless Veteran,38,all_persons,2019-04-01,2019-04-30,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,38,all_persons,2019-04-01,2019-04-30,Q25a,unknown_household_type,0
Not a Veteran,669,all_persons,2019-04-01,2019-04-30,Q25a,without_children,543
Not a Veteran,669,all_persons,2019-04-01,2019-04-30,Q25a,with_children_and_adults,124
Not a Veteran,669,all_persons,2019-04-01,2019-04-30,Q25a,unknown_household_type,2
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-04-01,2019-04-30,Q25a,unknown_household_type,0
Data Not Collected,4,all_persons,2019-04-01,2019-04-30,Q25a,without_children,4
Data Not Collected,4,all_persons,2019-04-01,2019-04-30,Q25a,with_children_and_adults,0
Data Not Collected,4,all_persons,2019-04-01,2019-04-30,Q25a,unknown_household_type,0
