count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_entry,409
No Sources,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,22
No Sources,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_exit_for_leavers,154
1 + Source(s),all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_entry,239
1 + Source(s),all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,32
1 + Source(s),all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_exit_for_leavers,106
Client Doesn't Know/Client Refused,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_entry,76
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,371
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-04-01,2019-04-30,Q20b,benefit_at_exit_for_leavers,39
