dv_history,total,population,start_date,end_date,question,household_type,count
Yes,213,all_persons,2019-04-01,2019-04-30,Q14a,without_children,171
Yes,213,all_persons,2019-04-01,2019-04-30,Q14a,with_children_and_adults,42
Yes,213,all_persons,2019-04-01,2019-04-30,Q14a,with_only_children,0
Yes,213,all_persons,2019-04-01,2019-04-30,Q14a,unknown_household_type,0
No,494,all_persons,2019-04-01,2019-04-30,Q14a,without_children,407
No,494,all_persons,2019-04-01,2019-04-30,Q14a,with_children_and_adults,85
No,494,all_persons,2019-04-01,2019-04-30,Q14a,with_only_children,0
No,494,all_persons,2019-04-01,2019-04-30,Q14a,unknown_household_type,2
Client Doesn't Know/Client Refused,2,all_persons,2019-04-01,2019-04-30,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2019-04-01,2019-04-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2019-04-01,2019-04-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2019-04-01,2019-04-30,Q14a,unknown_household_type,0
Data Not Collected,15,all_persons,2019-04-01,2019-04-30,Q14a,without_children,14
Data Not Collected,15,all_persons,2019-04-01,2019-04-30,Q14a,with_children_and_adults,1
Data Not Collected,15,all_persons,2019-04-01,2019-04-30,Q14a,with_only_children,0
Data Not Collected,15,all_persons,2019-04-01,2019-04-30,Q14a,unknown_household_type,0
