time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,38,all_persons,2019-04-01,2019-04-30,Q22e,without_children,29
7 days or less,38,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,9
7 days or less,38,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
7 days or less,38,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
8 to 14 days,6,all_persons,2019-04-01,2019-04-30,Q22e,without_children,6
8 to 14 days,6,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,0
8 to 14 days,6,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
8 to 14 days,6,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
15 to 21 days,5,all_persons,2019-04-01,2019-04-30,Q22e,without_children,3
15 to 21 days,5,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,2
15 to 21 days,5,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
15 to 21 days,5,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
22 to 30 days,9,all_persons,2019-04-01,2019-04-30,Q22e,without_children,3
22 to 30 days,9,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,6
22 to 30 days,9,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
22 to 30 days,9,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
31 to 60 days,25,all_persons,2019-04-01,2019-04-30,Q22e,without_children,10
31 to 60 days,25,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,15
31 to 60 days,25,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
31 to 60 days,25,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
61 to 180 days,73,all_persons,2019-04-01,2019-04-30,Q22e,without_children,19
61 to 180 days,73,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,54
61 to 180 days,73,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
61 to 180 days,73,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
181 to 365 days,27,all_persons,2019-04-01,2019-04-30,Q22e,without_children,17
181 to 365 days,27,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,10
181 to 365 days,27,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
181 to 365 days,27,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),28,all_persons,2019-04-01,2019-04-30,Q22e,without_children,28
366-730 days (1-2 years),28,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,0
366-730 days (1-2 years),28,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
366-730 days (1-2 years),28,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
731 days or more,47,all_persons,2019-04-01,2019-04-30,Q22e,without_children,38
731 days or more,47,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,9
731 days or more,47,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
731 days or more,47,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
Total (persons moved into housing),258,all_persons,2019-04-01,2019-04-30,Q22e,without_children,153
Total (persons moved into housing),258,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,105
Total (persons moved into housing),258,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
Total (persons moved into housing),258,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
Not yet moved into housing,21,all_persons,2019-04-01,2019-04-30,Q22e,without_children,8
Not yet moved into housing,21,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,13
Not yet moved into housing,21,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
Not yet moved into housing,21,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
Data not collected,6,all_persons,2019-04-01,2019-04-30,Q22e,without_children,6
Data not collected,6,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,0
Data not collected,6,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
Data not collected,6,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
Total persons,285,all_persons,2019-04-01,2019-04-30,Q22e,without_children,167
Total persons,285,all_persons,2019-04-01,2019-04-30,Q22e,with_children_and_adults,118
Total persons,285,all_persons,2019-04-01,2019-04-30,Q22e,with_only_children,0
Total persons,285,all_persons,2019-04-01,2019-04-30,Q22e,unknown_household_type,0
