veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,13,all_households,2019-04-01,2019-04-30,Q25b,without_children,13
Chronically Homeless Veteran,13,all_households,2019-04-01,2019-04-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,13,all_households,2019-04-01,2019-04-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,35,all_households,2019-04-01,2019-04-30,Q25b,without_children,33
Non-Chronically Homeless Veteran,35,all_households,2019-04-01,2019-04-30,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,35,all_households,2019-04-01,2019-04-30,Q25b,unknown_household_type,0
Not a Veteran,569,all_households,2019-04-01,2019-04-30,Q25b,without_children,483
Not a Veteran,569,all_households,2019-04-01,2019-04-30,Q25b,with_children_and_adults,85
Not a Veteran,569,all_households,2019-04-01,2019-04-30,Q25b,unknown_household_type,1
Client Doesn't Know/Client Refused,0,all_households,2019-04-01,2019-04-30,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2019-04-01,2019-04-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2019-04-01,2019-04-30,Q25b,unknown_household_type,0
Data Not Collected,3,all_households,2019-04-01,2019-04-30,Q25b,without_children,3
Data Not Collected,3,all_households,2019-04-01,2019-04-30,Q25b,with_children_and_adults,0
Data Not Collected,3,all_households,2019-04-01,2019-04-30,Q25b,unknown_household_type,0
