length,total,population,start_date,end_date,question,status,count
30 days or less,369,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,256
30 days or less,369,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,113
31 to 60 days,106,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,43
31 to 60 days,106,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,63
61 to 90 days,80,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,16
61 to 90 days,80,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,64
91 to 180 days,119,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,25
91 to 180 days,119,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,94
181 to 365 days,95,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,0
181 to 365 days,95,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,95
366 to 730 Days (1-2 Yrs),63,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),63,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,62
"731 to 1,095 Days (2-3 Yrs)",30,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",30,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,30
"1,096 to 1,460 Days (3-4 Yrs)",18,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",18,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,18
"1,461 to 1,825 Days (5-5 Yrs)",6,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",6,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,6
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,33
Data Not Collected,0,all_persons,2019-04-01,2019-04-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2019-04-01,2019-04-30,Q22a1,stayers,0
