ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,45,all_households,2016-06-01,2016-06-30,Q26a,without_children,45
Chronically Homeless ,45,all_households,2016-06-01,2016-06-30,Q26a,with_children_and_adults,0
Chronically Homeless ,45,all_households,2016-06-01,2016-06-30,Q26a,with_only_children,0
Chronically Homeless ,45,all_households,2016-06-01,2016-06-30,Q26a,unknown_household_type,0
Not Chronically Homeless,231,all_households,2016-06-01,2016-06-30,Q26a,without_children,163
Not Chronically Homeless,231,all_households,2016-06-01,2016-06-30,Q26a,with_children_and_adults,66
Not Chronically Homeless,231,all_households,2016-06-01,2016-06-30,Q26a,with_only_children,1
Not Chronically Homeless,231,all_households,2016-06-01,2016-06-30,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,0,all_households,2016-06-01,2016-06-30,Q26a,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2016-06-01,2016-06-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2016-06-01,2016-06-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_households,2016-06-01,2016-06-30,Q26a,unknown_household_type,0
Data Not Collected,35,all_households,2016-06-01,2016-06-30,Q26a,without_children,28
Data Not Collected,35,all_households,2016-06-01,2016-06-30,Q26a,with_children_and_adults,7
Data Not Collected,35,all_households,2016-06-01,2016-06-30,Q26a,with_only_children,0
Data Not Collected,35,all_households,2016-06-01,2016-06-30,Q26a,unknown_household_type,0
