conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,105,15,5,start,2016-06-01,2016-06-30,Q13a1,without_children,85
Mental Health Disorder,105,15,5,start,2016-06-01,2016-06-30,Q13a1,with_only_children,0
Mental Health Disorder,105,15,5,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,15,0,0,start,2016-06-01,2016-06-30,Q13a1,without_children,15
Alcohol Use Disorder,15,0,0,start,2016-06-01,2016-06-30,Q13a1,with_only_children,0
Alcohol Use Disorder,15,0,0,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
Drug Use Disorder,8,2,0,start,2016-06-01,2016-06-30,Q13a1,without_children,5
Drug Use Disorder,8,2,0,start,2016-06-01,2016-06-30,Q13a1,with_only_children,1
Drug Use Disorder,8,2,0,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,17,2,0,start,2016-06-01,2016-06-30,Q13a1,without_children,15
Both Alcohol and Drug Use Disorders,17,2,0,start,2016-06-01,2016-06-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,17,2,0,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
Chronic Health Condition,51,6,3,start,2016-06-01,2016-06-30,Q13a1,without_children,41
Chronic Health Condition,51,6,3,start,2016-06-01,2016-06-30,Q13a1,with_only_children,1
Chronic Health Condition,51,6,3,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
HIV/AIDS,94,2,0,start,2016-06-01,2016-06-30,Q13a1,without_children,91
HIV/AIDS,94,2,0,start,2016-06-01,2016-06-30,Q13a1,with_only_children,1
HIV/AIDS,94,2,0,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
Development Disability,17,3,6,start,2016-06-01,2016-06-30,Q13a1,without_children,8
Development Disability,17,3,6,start,2016-06-01,2016-06-30,Q13a1,with_only_children,0
Development Disability,17,3,6,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
Physical Disability,66,11,3,start,2016-06-01,2016-06-30,Q13a1,without_children,52
Physical Disability,66,11,3,start,2016-06-01,2016-06-30,Q13a1,with_only_children,0
Physical Disability,66,11,3,start,2016-06-01,2016-06-30,Q13a1,unknown_household_type,0
