persons_served,total,population,start_date,end_date,question,household_type,count
Adults,378,all_persons,2016-06-01,2016-06-30,Q7a,without_children,265
Adults,378,all_persons,2016-06-01,2016-06-30,Q7a,with_children_and_adults,110
Adults,378,all_persons,2016-06-01,2016-06-30,Q7a,with_only_children,0
Adults,378,all_persons,2016-06-01,2016-06-30,Q7a,unknown_household_type,3
Children,152,all_persons,2016-06-01,2016-06-30,Q7a,without_children,0
Children,152,all_persons,2016-06-01,2016-06-30,Q7a,with_children_and_adults,145
Children,152,all_persons,2016-06-01,2016-06-30,Q7a,with_only_children,7
Children,152,all_persons,2016-06-01,2016-06-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-06-01,2016-06-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-06-01,2016-06-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-06-01,2016-06-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-06-01,2016-06-30,Q7a,unknown_household_type,0
Data Not Collected,3,all_persons,2016-06-01,2016-06-30,Q7a,without_children,0
Data Not Collected,3,all_persons,2016-06-01,2016-06-30,Q7a,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-06-01,2016-06-30,Q7a,with_only_children,0
Data Not Collected,3,all_persons,2016-06-01,2016-06-30,Q7a,unknown_household_type,3
For PSH and RRH - the total persons served who moved into housing,112,all_persons,2016-06-01,2016-06-30,Q7a,without_children,70
For PSH and RRH - the total persons served who moved into housing,112,all_persons,2016-06-01,2016-06-30,Q7a,with_children_and_adults,42
For PSH and RRH - the total persons served who moved into housing,112,all_persons,2016-06-01,2016-06-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,112,all_persons,2016-06-01,2016-06-30,Q7a,unknown_household_type,0
