length,total,population,start_date,end_date,question,status,count
30 days or less,139,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,39
30 days or less,139,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,100
31 to 60 days,80,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,17
31 to 60 days,80,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,63
61 to 90 days,59,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,14
61 to 90 days,59,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,45
91 to 180 days,87,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,29
91 to 180 days,87,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,58
181 to 365 days,45,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,15
181 to 365 days,45,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,30
366 to 730 Days (1-2 Yrs),33,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,8
366 to 730 Days (1-2 Yrs),33,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,25
"731 to 1,095 Days (2-3 Yrs)",6,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",6,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,6
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,14
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,12
"More than 1,825 Days (>5 Yrs)",58,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",58,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,58
Data Not Collected,0,all_persons,2016-06-01,2016-06-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-06-01,2016-06-30,Q22a1,stayers,0
