health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2016-06-01,2016-06-30,Q21,at_start,248
MEDICAID,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,23
MEDICAID,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,62
MEDICARE,all_persons,2016-06-01,2016-06-30,Q21,at_start,65
MEDICARE,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,10
MEDICARE,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,8
State Children's Health Insurance Program,all_persons,2016-06-01,2016-06-30,Q21,at_start,1
State Children's Health Insurance Program,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2016-06-01,2016-06-30,Q21,at_start,11
Veteran's Administration (VA) Medical Services,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
Veteran's Administration (VA) Medical Services,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_start,26
Employer - Provided Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,11
Health Insurance obtained through COBRA,all_persons,2016-06-01,2016-06-30,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_start,30
Private Pay Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,3
Private Pay Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,5
State Health Insurance for Adults,all_persons,2016-06-01,2016-06-30,Q21,at_start,5
State Health Insurance for Adults,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2016-06-01,2016-06-30,Q21,at_start,2
Indian Health Services Program,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,0
Other,all_persons,2016-06-01,2016-06-30,Q21,at_start,2
Other,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_start,181
No Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,8
No Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,38
Client Doesn't Know/Client Refused,all_persons,2016-06-01,2016-06-30,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2016-06-01,2016-06-30,Q21,at_start,12
Data Not Collected,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,78
Data Not Collected,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,2
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-06-01,2016-06-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,296
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_start,296
1 Source of Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,21
1 Source of Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,75
More than 1 Source of Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_start,45
More than 1 Source of Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_annual_assessment_for_stayers,8
More than 1 Source of Health Insurance,all_persons,2016-06-01,2016-06-30,Q21,at_exit_for_leavers,7
