count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,199,58,88,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,51
None,199,58,88,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,2
None,199,58,88,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,0
1 Condition,117,16,6,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,95
1 Condition,117,16,6,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,0
1 Condition,117,16,6,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,0
2 Conditions,55,2,2,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,50
2 Conditions,55,2,2,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,1
2 Conditions,55,2,2,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,0
3+ Conditions,30,2,0,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,28
3+ Conditions,30,2,0,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,0
3+ Conditions,30,2,0,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,0
Condition Unknown,6,0,4,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,2
Condition Unknown,6,0,4,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,0
Condition Unknown,6,0,4,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,0
Data Not Collected,4,0,0,all_persons,2016-06-01,2016-06-30,Q13c2,without_children,1
Data Not Collected,4,0,0,all_persons,2016-06-01,2016-06-30,Q13c2,with_only_children,0
Data Not Collected,4,0,0,all_persons,2016-06-01,2016-06-30,Q13c2,unknown_household_type,3
