veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,19,all_households,2018-02-01,2018-02-28,Q25b,without_children,19
Chronically Homeless Veteran,19,all_households,2018-02-01,2018-02-28,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,19,all_households,2018-02-01,2018-02-28,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,12,all_households,2018-02-01,2018-02-28,Q25b,without_children,12
Non-Chronically Homeless Veteran,12,all_households,2018-02-01,2018-02-28,Q25b,with_children_and_adults,0
Non-Chronically Homeless Veteran,12,all_households,2018-02-01,2018-02-28,Q25b,unknown_household_type,0
Not a Veteran,327,all_households,2018-02-01,2018-02-28,Q25b,without_children,264
Not a Veteran,327,all_households,2018-02-01,2018-02-28,Q25b,with_children_and_adults,63
Not a Veteran,327,all_households,2018-02-01,2018-02-28,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2018-02-01,2018-02-28,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2018-02-01,2018-02-28,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2018-02-01,2018-02-28,Q25b,unknown_household_type,0
Data Not Collected,6,all_households,2018-02-01,2018-02-28,Q25b,without_children,5
Data Not Collected,6,all_households,2018-02-01,2018-02-28,Q25b,with_children_and_adults,1
Data Not Collected,6,all_households,2018-02-01,2018-02-28,Q25b,unknown_household_type,0
