conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,17,1,1,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,15
Mental Health Disorder,17,1,1,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Mental Health Disorder,17,1,1,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
Alcohol Use Disorder,1,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,1
Alcohol Use Disorder,1,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Alcohol Use Disorder,1,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
Drug Use Disorder,1,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,1
Drug Use Disorder,1,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Drug Use Disorder,1,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,5,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,5
Both Alcohol and Drug Use Disorders,5,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,5,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
Chronic Health Condition,9,3,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,6
Chronic Health Condition,9,3,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Chronic Health Condition,9,3,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
HIV/AIDS,2,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,2
HIV/AIDS,2,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
HIV/AIDS,2,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
Development Disability,3,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,3
Development Disability,3,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Development Disability,3,0,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
Physical Disability,22,3,0,all_persons,2018-02-01,2018-02-28,Q13b1,without_children,19
Physical Disability,22,3,0,all_persons,2018-02-01,2018-02-28,Q13b1,with_only_children,0
Physical Disability,22,3,0,all_persons,2018-02-01,2018-02-28,Q13b1,unknown_household_type,0
