ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),542,all_persons,2018-02-01,2018-02-28,Q12b,without_children,315
Non-Hispanic/Non-Latin(a)(o)(x),542,all_persons,2018-02-01,2018-02-28,Q12b,with_children_and_adults,216
Non-Hispanic/Non-Latin(a)(o)(x),542,all_persons,2018-02-01,2018-02-28,Q12b,with_only_children,10
Non-Hispanic/Non-Latin(a)(o)(x),542,all_persons,2018-02-01,2018-02-28,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),42,all_persons,2018-02-01,2018-02-28,Q12b,without_children,23
Hispanic/Latin(a)(o)(x),42,all_persons,2018-02-01,2018-02-28,Q12b,with_children_and_adults,17
Hispanic/Latin(a)(o)(x),42,all_persons,2018-02-01,2018-02-28,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),42,all_persons,2018-02-01,2018-02-28,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-02-01,2018-02-28,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-02-01,2018-02-28,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-02-01,2018-02-28,Q12b,with_only_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-02-01,2018-02-28,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2018-02-01,2018-02-28,Q12b,without_children,0
Data Not Collected,2,all_persons,2018-02-01,2018-02-28,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-02-01,2018-02-28,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2018-02-01,2018-02-28,Q12b,unknown_household_type,2
