number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,94
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,24
Adults with Only Other Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,123
Adults with Only Other Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,27
Adults with Only Other Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,18
Adults with Both Earned and Other Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,20
Adults with Both Earned and Other Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,187
Adults with No Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,36
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,11
Adults with Missing Income Information,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,3
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,235
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,66
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,435
Total Adults,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,347
Total Adults,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,88
1 or More Source of Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,255
1 or More Source of Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,36
1 or More Source of Income,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_annual_assessment_stayers,46
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-02-01,2018-02-28,Q18,number_of_adults_at_exit_leavers,0
