count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,65,8,22,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,35
None,65,8,22,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
None,65,8,22,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
1 Condition,30,4,1,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,25
1 Condition,30,4,1,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
1 Condition,30,4,1,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
2 Conditions,6,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,6
2 Conditions,6,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
2 Conditions,6,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
3+ Conditions,7,1,0,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,6
3+ Conditions,7,1,0,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
3+ Conditions,7,1,0,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
Condition Unknown,0,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,0
Condition Unknown,0,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
Condition Unknown,0,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
Data Not Collected,3,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,without_children,3
Data Not Collected,3,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,with_only_children,0
Data Not Collected,3,0,0,all_persons,2018-02-01,2018-02-28,Q13b2,unknown_household_type,0
