living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",100,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,without_children,71
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",100,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_children_and_adults,29
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",100,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",100,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,without_children,2
Transitional housing for homeless persons (including homeless youth),2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,159,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,without_children,136
Place not meant for human habitation,159,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_children_and_adults,23
Place not meant for human habitation,159,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,159,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,without_children,1
Safe Haven,2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_only_children,0
Safe Haven,2,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2019-08-01,2019-08-31,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,2
Psychiatric hospital or other psychiatric facility,2,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,2,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,4,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,4
Substance abuse treatment facility or detox center,4,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,4,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,4,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,12,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,12
Hospital or other residential non-psychiatric medical facility,12,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,12,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,12,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",18,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,17
"Jail, prison or juvenile detention facility",18,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,1
"Jail, prison or juvenile detention facility",18,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
"Jail, prison or juvenile detention facility",18,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
Foster care home or foster care group home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,0
Foster care home or foster care group home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,0
Foster care home or foster care group home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
Foster care home or foster care group home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,0
Long-term care facility or nursing home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
Residential project or halfway house with no homeless criteria,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,without_children,0
Residential project or halfway house with no homeless criteria,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_children_and_adults,0
Residential project or halfway house with no homeless criteria,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,with_only_children,0
Residential project or halfway house with no homeless criteria,0,all_persons,2019-08-01,2019-08-31,Q15,Institutional Settings,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
"Owned by client, no ongoing housing subsidy",9,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,8
"Owned by client, no ongoing housing subsidy",9,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,1
"Owned by client, no ongoing housing subsidy",9,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
"Owned by client, no ongoing housing subsidy",9,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,1
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,1
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
Rental by client in a public housing unit,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,0
Rental by client in a public housing unit,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,0
Rental by client in a public housing unit,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
Rental by client in a public housing unit,0,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
"Rental by client, no ongoing housing subsidy",226,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,141
"Rental by client, no ongoing housing subsidy",226,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,84
"Rental by client, no ongoing housing subsidy",226,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
"Rental by client, no ongoing housing subsidy",226,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,1
"Rental by client, with VASH housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,without_children,1
"Rental by client, with VASH housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with VASH housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,with_only_children,0
"Rental by client, with VASH housing subsidy",1,all_persons,2019-08-01,2019-08-31,Q15,Other Locations,unknown_household_type,0
