count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,718,173,311,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,216
None,718,173,311,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,13
None,718,173,311,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,5
1 Condition,213,40,13,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,160
1 Condition,213,40,13,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,0
1 Condition,213,40,13,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,0
2 Conditions,95,10,2,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,83
2 Conditions,95,10,2,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,0
2 Conditions,95,10,2,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,0
3+ Conditions,67,5,0,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,62
3+ Conditions,67,5,0,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,0
3+ Conditions,67,5,0,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,0
Condition Unknown,64,8,5,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,51
Condition Unknown,64,8,5,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,0
Condition Unknown,64,8,5,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,0
Data Not Collected,34,5,19,all_persons,2019-08-01,2019-08-31,Q13a2,without_children,7
Data Not Collected,34,5,19,all_persons,2019-08-01,2019-08-31,Q13a2,with_only_children,2
Data Not Collected,34,5,19,all_persons,2019-08-01,2019-08-31,Q13a2,unknown_household_type,1
