time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,66,all_persons,2019-08-01,2019-08-31,Q22e,without_children,36
7 days or less,66,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,30
7 days or less,66,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
7 days or less,66,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
8 to 14 days,11,all_persons,2019-08-01,2019-08-31,Q22e,without_children,5
8 to 14 days,11,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,6
8 to 14 days,11,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
8 to 14 days,11,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
15 to 21 days,6,all_persons,2019-08-01,2019-08-31,Q22e,without_children,2
15 to 21 days,6,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,4
15 to 21 days,6,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
15 to 21 days,6,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
22 to 30 days,12,all_persons,2019-08-01,2019-08-31,Q22e,without_children,3
22 to 30 days,12,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,9
22 to 30 days,12,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
22 to 30 days,12,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
31 to 60 days,30,all_persons,2019-08-01,2019-08-31,Q22e,without_children,16
31 to 60 days,30,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,14
31 to 60 days,30,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
31 to 60 days,30,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
61 to 180 days,36,all_persons,2019-08-01,2019-08-31,Q22e,without_children,15
61 to 180 days,36,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,21
61 to 180 days,36,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
61 to 180 days,36,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
181 to 365 days,29,all_persons,2019-08-01,2019-08-31,Q22e,without_children,16
181 to 365 days,29,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,13
181 to 365 days,29,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
181 to 365 days,29,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),27,all_persons,2019-08-01,2019-08-31,Q22e,without_children,26
366-730 days (1-2 years),27,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,1
366-730 days (1-2 years),27,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
366-730 days (1-2 years),27,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
731 days or more,47,all_persons,2019-08-01,2019-08-31,Q22e,without_children,36
731 days or more,47,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,11
731 days or more,47,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
731 days or more,47,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
Total (persons moved into housing),264,all_persons,2019-08-01,2019-08-31,Q22e,without_children,155
Total (persons moved into housing),264,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,109
Total (persons moved into housing),264,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
Total (persons moved into housing),264,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
Not yet moved into housing,23,all_persons,2019-08-01,2019-08-31,Q22e,without_children,13
Not yet moved into housing,23,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,10
Not yet moved into housing,23,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
Not yet moved into housing,23,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
Data not collected,10,all_persons,2019-08-01,2019-08-31,Q22e,without_children,6
Data not collected,10,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,4
Data not collected,10,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
Data not collected,10,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
Total persons,297,all_persons,2019-08-01,2019-08-31,Q22e,without_children,174
Total persons,297,all_persons,2019-08-01,2019-08-31,Q22e,with_children_and_adults,123
Total persons,297,all_persons,2019-08-01,2019-08-31,Q22e,with_only_children,0
Total persons,297,all_persons,2019-08-01,2019-08-31,Q22e,unknown_household_type,0
