ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,90,all_households,2019-08-01,2019-08-31,Q26a,without_children,87
Chronically Homeless ,90,all_households,2019-08-01,2019-08-31,Q26a,with_children_and_adults,3
Chronically Homeless ,90,all_households,2019-08-01,2019-08-31,Q26a,with_only_children,0
Chronically Homeless ,90,all_households,2019-08-01,2019-08-31,Q26a,unknown_household_type,0
Not Chronically Homeless,570,all_households,2019-08-01,2019-08-31,Q26a,without_children,405
Not Chronically Homeless,570,all_households,2019-08-01,2019-08-31,Q26a,with_children_and_adults,164
Not Chronically Homeless,570,all_households,2019-08-01,2019-08-31,Q26a,with_only_children,0
Not Chronically Homeless,570,all_households,2019-08-01,2019-08-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,6,all_households,2019-08-01,2019-08-31,Q26a,without_children,6
Client Doesn't Know/Client Refused,6,all_households,2019-08-01,2019-08-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_households,2019-08-01,2019-08-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,6,all_households,2019-08-01,2019-08-31,Q26a,unknown_household_type,0
Data Not Collected,9,all_households,2019-08-01,2019-08-31,Q26a,without_children,8
Data Not Collected,9,all_households,2019-08-01,2019-08-31,Q26a,with_children_and_adults,1
Data Not Collected,9,all_households,2019-08-01,2019-08-31,Q26a,with_only_children,0
Data Not Collected,9,all_households,2019-08-01,2019-08-31,Q26a,unknown_household_type,0
