gender_identity,total,population,start_date,end_date,question,household_type,count
Male,378,adults,2019-08-01,2019-08-31,Q10a,without_children,313
Male,378,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,65
Male,378,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,0
Female,441,adults,2019-08-01,2019-08-31,Q10a,without_children,264
Female,441,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,176
Female,441,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,1
No Single Gender,0,adults,2019-08-01,2019-08-31,Q10a,without_children,0
No Single Gender,0,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,0
Questioning,0,adults,2019-08-01,2019-08-31,Q10a,without_children,0
Questioning,0,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,0
Transgender,2,adults,2019-08-01,2019-08-31,Q10a,without_children,2
Transgender,2,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,0
Transgender,2,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2019-08-01,2019-08-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2019-08-01,2019-08-31,Q10a,without_children,0
Data Not Collected,0,adults,2019-08-01,2019-08-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2019-08-01,2019-08-31,Q10a,unknown_household_type,0
