conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,189,34,3,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,152
Mental Health Disorder,189,34,3,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Mental Health Disorder,189,34,3,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,36,0,0,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,36
Alcohol Use Disorder,36,0,0,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Alcohol Use Disorder,36,0,0,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
Drug Use Disorder,29,4,0,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,25
Drug Use Disorder,29,4,0,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Drug Use Disorder,29,4,0,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,30,0,0,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,30
Both Alcohol and Drug Use Disorders,30,0,0,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,30,0,0,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
Chronic Health Condition,86,10,3,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,73
Chronic Health Condition,86,10,3,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Chronic Health Condition,86,10,3,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
HIV/AIDS,86,7,0,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,79
HIV/AIDS,86,7,0,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
HIV/AIDS,86,7,0,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
Development Disability,45,7,9,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,29
Development Disability,45,7,9,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Development Disability,45,7,9,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
Physical Disability,103,14,2,all_persons,2019-08-01,2019-08-31,Q13a1,without_children,87
Physical Disability,103,14,2,all_persons,2019-08-01,2019-08-31,Q13a1,with_only_children,0
Physical Disability,103,14,2,all_persons,2019-08-01,2019-08-31,Q13a1,unknown_household_type,0
