conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,48,9,1,exit,2019-08-01,2019-08-31,Q13b1,without_children,38
Mental Health Disorder,48,9,1,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Mental Health Disorder,48,9,1,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,4,0,0,exit,2019-08-01,2019-08-31,Q13b1,without_children,4
Alcohol Use Disorder,4,0,0,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Alcohol Use Disorder,4,0,0,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
Drug Use Disorder,13,1,0,exit,2019-08-01,2019-08-31,Q13b1,without_children,12
Drug Use Disorder,13,1,0,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Drug Use Disorder,13,1,0,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,9,0,0,exit,2019-08-01,2019-08-31,Q13b1,without_children,9
Both Alcohol and Drug Use Disorders,9,0,0,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,9,0,0,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
Chronic Health Condition,21,0,1,exit,2019-08-01,2019-08-31,Q13b1,without_children,20
Chronic Health Condition,21,0,1,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Chronic Health Condition,21,0,1,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
HIV/AIDS,4,1,0,exit,2019-08-01,2019-08-31,Q13b1,without_children,3
HIV/AIDS,4,1,0,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
HIV/AIDS,4,1,0,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
Development Disability,12,2,4,exit,2019-08-01,2019-08-31,Q13b1,without_children,6
Development Disability,12,2,4,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Development Disability,12,2,4,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
Physical Disability,29,2,1,exit,2019-08-01,2019-08-31,Q13b1,without_children,26
Physical Disability,29,2,1,exit,2019-08-01,2019-08-31,Q13b1,with_only_children,0
Physical Disability,29,2,1,exit,2019-08-01,2019-08-31,Q13b1,unknown_household_type,0
