length,total,population,start_date,end_date,question,status,count
30 days or less,548,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,327
30 days or less,548,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,221
31 to 60 days,155,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,27
31 to 60 days,155,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,128
61 to 90 days,59,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,21
61 to 90 days,59,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,38
91 to 180 days,141,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,9
91 to 180 days,141,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,132
181 to 365 days,109,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,12
181 to 365 days,109,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,97
366 to 730 Days (1-2 Yrs),83,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,6
366 to 730 Days (1-2 Yrs),83,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,77
"731 to 1,095 Days (2-3 Yrs)",26,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",26,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,26
"1,096 to 1,460 Days (3-4 Yrs)",29,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",29,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,29
"1,461 to 1,825 Days (5-5 Yrs)",8,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",8,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,8
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,33
Data Not Collected,0,all_persons,2019-08-01,2019-08-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2019-08-01,2019-08-31,Q22a1,stayers,0
