conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,16
Mental Health Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,13
Mental Health Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,5
Alcohol Use Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,5
Alcohol Use Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,0
Drug Use Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,4
Drug Use Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,4
Drug Use Disorder,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,1
Both Alcohol and Drug Use Disorders,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,1
Both Alcohol and Drug Use Disorders,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,9
Chronic Health Condition,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,9
Chronic Health Condition,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,0
HIV/AIDS,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,3
HIV/AIDS,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,2
Development Disability,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,3
Development Disability,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_start,13
Physical Disability,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_latest_assessment_for_stayers,8
Physical Disability,veterans,2019-02-01,2019-02-28,Q25e,conditions_at_exit_for_leavers,5
