dv_history,total,population,start_date,end_date,question,household_type,count
Yes,197,all_persons,2019-02-01,2019-02-28,Q14a,without_children,151
Yes,197,all_persons,2019-02-01,2019-02-28,Q14a,with_children_and_adults,46
Yes,197,all_persons,2019-02-01,2019-02-28,Q14a,with_only_children,0
Yes,197,all_persons,2019-02-01,2019-02-28,Q14a,unknown_household_type,0
No,514,all_persons,2019-02-01,2019-02-28,Q14a,without_children,417
No,514,all_persons,2019-02-01,2019-02-28,Q14a,with_children_and_adults,96
No,514,all_persons,2019-02-01,2019-02-28,Q14a,with_only_children,0
No,514,all_persons,2019-02-01,2019-02-28,Q14a,unknown_household_type,1
Client Doesn't Know/Client Refused,4,all_persons,2019-02-01,2019-02-28,Q14a,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2019-02-01,2019-02-28,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2019-02-01,2019-02-28,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2019-02-01,2019-02-28,Q14a,unknown_household_type,0
Data Not Collected,13,all_persons,2019-02-01,2019-02-28,Q14a,without_children,12
Data Not Collected,13,all_persons,2019-02-01,2019-02-28,Q14a,with_children_and_adults,1
Data Not Collected,13,all_persons,2019-02-01,2019-02-28,Q14a,with_only_children,0
Data Not Collected,13,all_persons,2019-02-01,2019-02-28,Q14a,unknown_household_type,0
