ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),856,all_persons,2019-02-01,2019-02-28,Q12b,without_children,544
Non-Hispanic/Non-Latin(a)(o)(x),856,all_persons,2019-02-01,2019-02-28,Q12b,with_children_and_adults,294
Non-Hispanic/Non-Latin(a)(o)(x),856,all_persons,2019-02-01,2019-02-28,Q12b,with_only_children,14
Non-Hispanic/Non-Latin(a)(o)(x),856,all_persons,2019-02-01,2019-02-28,Q12b,unknown_household_type,4
Hispanic/Latin(a)(o)(x),97,all_persons,2019-02-01,2019-02-28,Q12b,without_children,40
Hispanic/Latin(a)(o)(x),97,all_persons,2019-02-01,2019-02-28,Q12b,with_children_and_adults,57
Hispanic/Latin(a)(o)(x),97,all_persons,2019-02-01,2019-02-28,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),97,all_persons,2019-02-01,2019-02-28,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q12b,unknown_household_type,0
Data Not Collected,1,all_persons,2019-02-01,2019-02-28,Q12b,without_children,0
Data Not Collected,1,all_persons,2019-02-01,2019-02-28,Q12b,with_children_and_adults,0
Data Not Collected,1,all_persons,2019-02-01,2019-02-28,Q12b,with_only_children,0
Data Not Collected,1,all_persons,2019-02-01,2019-02-28,Q12b,unknown_household_type,1
