dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,39,all_persons,2019-02-01,2019-02-28,Q14b,without_children,24
Yes,39,all_persons,2019-02-01,2019-02-28,Q14b,with_children_and_adults,15
Yes,39,all_persons,2019-02-01,2019-02-28,Q14b,with_only_children,0
Yes,39,all_persons,2019-02-01,2019-02-28,Q14b,unknown_household_type,0
No,152,all_persons,2019-02-01,2019-02-28,Q14b,without_children,121
No,152,all_persons,2019-02-01,2019-02-28,Q14b,with_children_and_adults,31
No,152,all_persons,2019-02-01,2019-02-28,Q14b,with_only_children,0
No,152,all_persons,2019-02-01,2019-02-28,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q14b,unknown_household_type,0
Data Not Collected,6,all_persons,2019-02-01,2019-02-28,Q14b,without_children,6
Data Not Collected,6,all_persons,2019-02-01,2019-02-28,Q14b,with_children_and_adults,0
Data Not Collected,6,all_persons,2019-02-01,2019-02-28,Q14b,with_only_children,0
Data Not Collected,6,all_persons,2019-02-01,2019-02-28,Q14b,unknown_household_type,0
