age_group,total,population,start_date,end_date,question,household_type,count
12 - 17,11,youth,2019-02-01,2019-02-28,Q27a,without_children,0
12 - 17,11,youth,2019-02-01,2019-02-28,Q27a,with_children_and_adults,3
12 - 17,11,youth,2019-02-01,2019-02-28,Q27a,with_only_children,8
12 - 17,11,youth,2019-02-01,2019-02-28,Q27a,unknown_household_type,0
18 - 24,56,youth,2019-02-01,2019-02-28,Q27a,without_children,43
18 - 24,56,youth,2019-02-01,2019-02-28,Q27a,with_children_and_adults,13
18 - 24,56,youth,2019-02-01,2019-02-28,Q27a,with_only_children,0
18 - 24,56,youth,2019-02-01,2019-02-28,Q27a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2019-02-01,2019-02-28,Q27a,without_children,0
Client Doesn't Know/Client Refused,0,youth,2019-02-01,2019-02-28,Q27a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2019-02-01,2019-02-28,Q27a,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2019-02-01,2019-02-28,Q27a,unknown_household_type,0
Data Not Collected,0,youth,2019-02-01,2019-02-28,Q27a,without_children,0
Data Not Collected,0,youth,2019-02-01,2019-02-28,Q27a,with_children_and_adults,0
Data Not Collected,0,youth,2019-02-01,2019-02-28,Q27a,with_only_children,0
Data Not Collected,0,youth,2019-02-01,2019-02-28,Q27a,unknown_household_type,0
