veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_persons,2019-02-01,2019-02-28,Q25a,without_children,17
Chronically Homeless Veteran,17,all_persons,2019-02-01,2019-02-28,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,17,all_persons,2019-02-01,2019-02-28,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,25,all_persons,2019-02-01,2019-02-28,Q25a,without_children,21
Non-Chronically Homeless Veteran,25,all_persons,2019-02-01,2019-02-28,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,25,all_persons,2019-02-01,2019-02-28,Q25a,unknown_household_type,0
Not a Veteran,681,all_persons,2019-02-01,2019-02-28,Q25a,without_children,542
Not a Veteran,681,all_persons,2019-02-01,2019-02-28,Q25a,with_children_and_adults,138
Not a Veteran,681,all_persons,2019-02-01,2019-02-28,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2019-02-01,2019-02-28,Q25a,unknown_household_type,0
Data Not Collected,3,all_persons,2019-02-01,2019-02-28,Q25a,without_children,3
Data Not Collected,3,all_persons,2019-02-01,2019-02-28,Q25a,with_children_and_adults,0
Data Not Collected,3,all_persons,2019-02-01,2019-02-28,Q25a,unknown_household_type,0
