count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_entry,399
No Sources,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,22
No Sources,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_exit_for_leavers,144
1 + Source(s),all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_entry,253
1 + Source(s),all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,32
1 + Source(s),all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_exit_for_leavers,102
Client Doesn't Know/Client Refused,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_entry,2
Client Doesn't Know/Client Refused,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_exit_for_leavers,2
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_entry,73
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,386
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-02-01,2019-02-28,Q20b,benefit_at_exit_for_leavers,39
