persons_served,total,population,start_date,end_date,question,household_type,count
Adults,727,all_persons,2019-02-01,2019-02-28,Q7a,without_children,584
Adults,727,all_persons,2019-02-01,2019-02-28,Q7a,with_children_and_adults,142
Adults,727,all_persons,2019-02-01,2019-02-28,Q7a,with_only_children,0
Adults,727,all_persons,2019-02-01,2019-02-28,Q7a,unknown_household_type,1
Children,224,all_persons,2019-02-01,2019-02-28,Q7a,without_children,0
Children,224,all_persons,2019-02-01,2019-02-28,Q7a,with_children_and_adults,210
Children,224,all_persons,2019-02-01,2019-02-28,Q7a,with_only_children,14
Children,224,all_persons,2019-02-01,2019-02-28,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-02-01,2019-02-28,Q7a,unknown_household_type,0
Data Not Collected,4,all_persons,2019-02-01,2019-02-28,Q7a,without_children,0
Data Not Collected,4,all_persons,2019-02-01,2019-02-28,Q7a,with_children_and_adults,0
Data Not Collected,4,all_persons,2019-02-01,2019-02-28,Q7a,with_only_children,0
Data Not Collected,4,all_persons,2019-02-01,2019-02-28,Q7a,unknown_household_type,4
For PSH and RRH - the total persons served who moved into housing,190,all_persons,2019-02-01,2019-02-28,Q7a,without_children,86
For PSH and RRH - the total persons served who moved into housing,190,all_persons,2019-02-01,2019-02-28,Q7a,with_children_and_adults,104
For PSH and RRH - the total persons served who moved into housing,190,all_persons,2019-02-01,2019-02-28,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,190,all_persons,2019-02-01,2019-02-28,Q7a,unknown_household_type,0
