veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_households,2019-02-01,2019-02-28,Q25b,without_children,17
Chronically Homeless Veteran,17,all_households,2019-02-01,2019-02-28,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,17,all_households,2019-02-01,2019-02-28,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,24,all_households,2019-02-01,2019-02-28,Q25b,without_children,21
Non-Chronically Homeless Veteran,24,all_households,2019-02-01,2019-02-28,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,24,all_households,2019-02-01,2019-02-28,Q25b,unknown_household_type,0
Not a Veteran,577,all_households,2019-02-01,2019-02-28,Q25b,without_children,480
Not a Veteran,577,all_households,2019-02-01,2019-02-28,Q25b,with_children_and_adults,96
Not a Veteran,577,all_households,2019-02-01,2019-02-28,Q25b,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_households,2019-02-01,2019-02-28,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2019-02-01,2019-02-28,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2019-02-01,2019-02-28,Q25b,unknown_household_type,0
Data Not Collected,2,all_households,2019-02-01,2019-02-28,Q25b,without_children,2
Data Not Collected,2,all_households,2019-02-01,2019-02-28,Q25b,with_children_and_adults,0
Data Not Collected,2,all_households,2019-02-01,2019-02-28,Q25b,unknown_household_type,0
