count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,522,104,183,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,218
None,522,104,183,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,13
None,522,104,183,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,4
1 Condition,224,28,11,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,185
1 Condition,224,28,11,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,0
1 Condition,224,28,11,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,0
2 Conditions,92,8,4,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,80
2 Conditions,92,8,4,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,0
2 Conditions,92,8,4,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,0
3+ Conditions,64,1,1,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,62
3+ Conditions,64,1,1,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,0
3+ Conditions,64,1,1,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,0
Condition Unknown,32,0,4,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,28
Condition Unknown,32,0,4,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,0
Condition Unknown,32,0,4,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,2,0,0,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,2
Client Doesn't Know/Client Refused,2,0,0,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,2,0,0,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,0
Data Not Collected,19,1,7,all_persons,2019-02-01,2019-02-28,Q13a2,without_children,9
Data Not Collected,19,1,7,all_persons,2019-02-01,2019-02-28,Q13a2,with_only_children,1
Data Not Collected,19,1,7,all_persons,2019-02-01,2019-02-28,Q13a2,unknown_household_type,1
