dv_history,total,population,start_date,end_date,question,household_type,count
Yes,65,all_persons,2016-03-01,2016-03-31,Q14a,without_children,46
Yes,65,all_persons,2016-03-01,2016-03-31,Q14a,with_children_and_adults,19
Yes,65,all_persons,2016-03-01,2016-03-31,Q14a,with_only_children,0
Yes,65,all_persons,2016-03-01,2016-03-31,Q14a,unknown_household_type,0
No,365,all_persons,2016-03-01,2016-03-31,Q14a,without_children,278
No,365,all_persons,2016-03-01,2016-03-31,Q14a,with_children_and_adults,87
No,365,all_persons,2016-03-01,2016-03-31,Q14a,with_only_children,0
No,365,all_persons,2016-03-01,2016-03-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-03-01,2016-03-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-03-01,2016-03-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-03-01,2016-03-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-03-01,2016-03-31,Q14a,unknown_household_type,0
Data Not Collected,19,all_persons,2016-03-01,2016-03-31,Q14a,without_children,18
Data Not Collected,19,all_persons,2016-03-01,2016-03-31,Q14a,with_children_and_adults,0
Data Not Collected,19,all_persons,2016-03-01,2016-03-31,Q14a,with_only_children,0
Data Not Collected,19,all_persons,2016-03-01,2016-03-31,Q14a,unknown_household_type,1
