persons_served,total,population,start_date,end_date,question,household_type,count
Adults,450,all_persons,2016-03-01,2016-03-31,Q7a,without_children,343
Adults,450,all_persons,2016-03-01,2016-03-31,Q7a,with_children_and_adults,106
Adults,450,all_persons,2016-03-01,2016-03-31,Q7a,with_only_children,0
Adults,450,all_persons,2016-03-01,2016-03-31,Q7a,unknown_household_type,1
Children,123,all_persons,2016-03-01,2016-03-31,Q7a,without_children,0
Children,123,all_persons,2016-03-01,2016-03-31,Q7a,with_children_and_adults,119
Children,123,all_persons,2016-03-01,2016-03-31,Q7a,with_only_children,4
Children,123,all_persons,2016-03-01,2016-03-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-03-01,2016-03-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-03-01,2016-03-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-03-01,2016-03-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-03-01,2016-03-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2016-03-01,2016-03-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2016-03-01,2016-03-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2016-03-01,2016-03-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2016-03-01,2016-03-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2016-03-01,2016-03-31,Q7a,without_children,68
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2016-03-01,2016-03-31,Q7a,with_children_and_adults,40
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2016-03-01,2016-03-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2016-03-01,2016-03-31,Q7a,unknown_household_type,0
