count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,292
No Sources,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,14
No Sources,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,81
1 + Source(s),all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,130
1 + Source(s),all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,36
Client Doesn't Know/Client Refused,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_entry,28
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,299
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-03-01,2016-03-31,Q20b,benefit_at_exit_for_leavers,2
