ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,49,all_households,2016-03-01,2016-03-31,Q26a,without_children,49
Chronically Homeless ,49,all_households,2016-03-01,2016-03-31,Q26a,with_children_and_adults,0
Chronically Homeless ,49,all_households,2016-03-01,2016-03-31,Q26a,with_only_children,0
Chronically Homeless ,49,all_households,2016-03-01,2016-03-31,Q26a,unknown_household_type,0
Not Chronically Homeless,234,all_households,2016-03-01,2016-03-31,Q26a,without_children,177
Not Chronically Homeless,234,all_households,2016-03-01,2016-03-31,Q26a,with_children_and_adults,57
Not Chronically Homeless,234,all_households,2016-03-01,2016-03-31,Q26a,with_only_children,0
Not Chronically Homeless,234,all_households,2016-03-01,2016-03-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2016-03-01,2016-03-31,Q26a,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2016-03-01,2016-03-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2016-03-01,2016-03-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_households,2016-03-01,2016-03-31,Q26a,unknown_household_type,0
Data Not Collected,87,all_households,2016-03-01,2016-03-31,Q26a,without_children,79
Data Not Collected,87,all_households,2016-03-01,2016-03-31,Q26a,with_children_and_adults,8
Data Not Collected,87,all_households,2016-03-01,2016-03-31,Q26a,with_only_children,0
Data Not Collected,87,all_households,2016-03-01,2016-03-31,Q26a,unknown_household_type,0
