income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2016-03-01,2016-03-31,Q17,income_at_start,136
Earned Income,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,3
Earned Income,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,37
Unemployment Insurance,adults,2016-03-01,2016-03-31,Q17,income_at_start,2
Unemployment Insurance,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
Supplemental Security Income (SSI),adults,2016-03-01,2016-03-31,Q17,income_at_start,56
Supplemental Security Income (SSI),adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,14
Supplemental Security Income (SSI),adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,11
Social Security Disability Insurance (SSDI),adults,2016-03-01,2016-03-31,Q17,income_at_start,42
Social Security Disability Insurance (SSDI),adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,10
Social Security Disability Insurance (SSDI),adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,8
VA Service - Connected Disability Compensation,adults,2016-03-01,2016-03-31,Q17,income_at_start,4
VA Service - Connected Disability Compensation,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
VA Non-Service Connected Disability Pension,adults,2016-03-01,2016-03-31,Q17,income_at_start,1
VA Non-Service Connected Disability Pension,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2016-03-01,2016-03-31,Q17,income_at_start,1
Private Disability Insurance,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2016-03-01,2016-03-31,Q17,income_at_start,0
Worker's Compensation,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2016-03-01,2016-03-31,Q17,income_at_start,6
Temporary Assistance for Needy Families (TANF),adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,1
General Assistance (GA),adults,2016-03-01,2016-03-31,Q17,income_at_start,0
General Assistance (GA),adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2016-03-01,2016-03-31,Q17,income_at_start,7
Retirement Income from Social Security,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,4
Pension or retirement income from a former job,adults,2016-03-01,2016-03-31,Q17,income_at_start,1
Pension or retirement income from a former job,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
Child Support,adults,2016-03-01,2016-03-31,Q17,income_at_start,13
Child Support,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,4
Alimony and other spousal support,adults,2016-03-01,2016-03-31,Q17,income_at_start,1
Alimony and other spousal support,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,1
Other Source,adults,2016-03-01,2016-03-31,Q17,income_at_start,7
Other Source,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-03-01,2016-03-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-03-01,2016-03-31,Q17,income_at_latest_annual_assessment_for_stayers,34
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-03-01,2016-03-31,Q17,income_at_exit_for_leavers,0
