length,total,population,start_date,end_date,question,status,count
30 days or less,219,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,87
30 days or less,219,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,132
31 to 60 days,72,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,28
31 to 60 days,72,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,44
61 to 90 days,54,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,16
61 to 90 days,54,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,38
91 to 180 days,64,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,23
91 to 180 days,64,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,41
181 to 365 days,48,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,2
181 to 365 days,48,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,46
366 to 730 Days (1-2 Yrs),29,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),29,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,28
"731 to 1,095 Days (2-3 Yrs)",8,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",8,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,8
"1,096 to 1,460 Days (3-4 Yrs)",12,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",12,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,12
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",55,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",55,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,55
Data Not Collected,0,all_persons,2016-03-01,2016-03-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-03-01,2016-03-31,Q22a1,stayers,0
