count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,195,59,69,stayers,2016-03-01,2016-03-31,Q13c2,without_children,63
None,195,59,69,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,4
None,195,59,69,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,0
1 Condition,110,10,9,stayers,2016-03-01,2016-03-31,Q13c2,without_children,91
1 Condition,110,10,9,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,0
1 Condition,110,10,9,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,0
2 Conditions,65,5,2,stayers,2016-03-01,2016-03-31,Q13c2,without_children,58
2 Conditions,65,5,2,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,0
2 Conditions,65,5,2,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,0
3+ Conditions,38,2,1,stayers,2016-03-01,2016-03-31,Q13c2,without_children,35
3+ Conditions,38,2,1,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,0
3+ Conditions,38,2,1,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,0
Condition Unknown,5,1,0,stayers,2016-03-01,2016-03-31,Q13c2,without_children,4
Condition Unknown,5,1,0,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,0
Condition Unknown,5,1,0,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2016-03-01,2016-03-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,0
Data Not Collected,4,0,0,stayers,2016-03-01,2016-03-31,Q13c2,without_children,2
Data Not Collected,4,0,0,stayers,2016-03-01,2016-03-31,Q13c2,with_only_children,0
Data Not Collected,4,0,0,stayers,2016-03-01,2016-03-31,Q13c2,unknown_household_type,2
