count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,102,23,32,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,47
None,102,23,32,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
None,102,23,32,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
1 Condition,32,4,2,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,26
1 Condition,32,4,2,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
1 Condition,32,4,2,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
2 Conditions,11,1,1,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,9
2 Conditions,11,1,1,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
2 Conditions,11,1,1,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
3+ Conditions,6,1,0,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,5
3+ Conditions,6,1,0,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
3+ Conditions,6,1,0,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
Condition Unknown,3,0,1,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,2
Condition Unknown,3,0,1,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
Condition Unknown,3,0,1,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
Data Not Collected,2,0,2,all_persons,2016-03-01,2016-03-31,Q13b2,without_children,0
Data Not Collected,2,0,2,all_persons,2016-03-01,2016-03-31,Q13b2,with_only_children,0
Data Not Collected,2,0,2,all_persons,2016-03-01,2016-03-31,Q13b2,unknown_household_type,0
