ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,49,all_persons,2016-03-01,2016-03-31,Q26b,without_children,49
Chronically Homeless ,49,all_persons,2016-03-01,2016-03-31,Q26b,with_children_and_adults,0
Chronically Homeless ,49,all_persons,2016-03-01,2016-03-31,Q26b,with_only_children,0
Chronically Homeless ,49,all_persons,2016-03-01,2016-03-31,Q26b,unknown_household_type,0
Not Chronically Homeless,425,all_persons,2016-03-01,2016-03-31,Q26b,without_children,209
Not Chronically Homeless,425,all_persons,2016-03-01,2016-03-31,Q26b,with_children_and_adults,212
Not Chronically Homeless,425,all_persons,2016-03-01,2016-03-31,Q26b,with_only_children,4
Not Chronically Homeless,425,all_persons,2016-03-01,2016-03-31,Q26b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2016-03-01,2016-03-31,Q26b,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-03-01,2016-03-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-03-01,2016-03-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2016-03-01,2016-03-31,Q26b,unknown_household_type,0
Data Not Collected,98,all_persons,2016-03-01,2016-03-31,Q26b,without_children,83
Data Not Collected,98,all_persons,2016-03-01,2016-03-31,Q26b,with_children_and_adults,13
Data Not Collected,98,all_persons,2016-03-01,2016-03-31,Q26b,with_only_children,0
Data Not Collected,98,all_persons,2016-03-01,2016-03-31,Q26b,unknown_household_type,2
