veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,19,all_persons,2021-03-01,2021-03-31,Q25a,without_children,19
Chronically Homeless Veteran,19,all_persons,2021-03-01,2021-03-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,19,all_persons,2021-03-01,2021-03-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,34,all_persons,2021-03-01,2021-03-31,Q25a,without_children,32
Non-Chronically Homeless Veteran,34,all_persons,2021-03-01,2021-03-31,Q25a,with_children_and_adults,2
Non-Chronically Homeless Veteran,34,all_persons,2021-03-01,2021-03-31,Q25a,unknown_household_type,0
Not a Veteran,855,all_persons,2021-03-01,2021-03-31,Q25a,without_children,699
Not a Veteran,855,all_persons,2021-03-01,2021-03-31,Q25a,with_children_and_adults,152
Not a Veteran,855,all_persons,2021-03-01,2021-03-31,Q25a,unknown_household_type,4
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q25a,unknown_household_type,0
Data Not Collected,17,all_persons,2021-03-01,2021-03-31,Q25a,without_children,13
Data Not Collected,17,all_persons,2021-03-01,2021-03-31,Q25a,with_children_and_adults,4
Data Not Collected,17,all_persons,2021-03-01,2021-03-31,Q25a,unknown_household_type,0
