count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_entry,533
No Sources,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,24
No Sources,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_exit_for_leavers,94
1 + Source(s),all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_entry,293
1 + Source(s),all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,35
1 + Source(s),all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_exit_for_leavers,54
Client Doesn't Know/Client Refused,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_entry,2
Client Doesn't Know/Client Refused,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_entry,98
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,685
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2021-03-01,2021-03-31,Q20b,benefit_at_exit_for_leavers,34
