persons_served,total,population,start_date,end_date,question,household_type,count
Adults,926,all_persons,2021-03-01,2021-03-31,Q7a,without_children,764
Adults,926,all_persons,2021-03-01,2021-03-31,Q7a,with_children_and_adults,158
Adults,926,all_persons,2021-03-01,2021-03-31,Q7a,with_only_children,0
Adults,926,all_persons,2021-03-01,2021-03-31,Q7a,unknown_household_type,4
Children,265,all_persons,2021-03-01,2021-03-31,Q7a,without_children,0
Children,265,all_persons,2021-03-01,2021-03-31,Q7a,with_children_and_adults,244
Children,265,all_persons,2021-03-01,2021-03-31,Q7a,with_only_children,21
Children,265,all_persons,2021-03-01,2021-03-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-03-01,2021-03-31,Q7a,unknown_household_type,1
Data Not Collected,9,all_persons,2021-03-01,2021-03-31,Q7a,without_children,0
Data Not Collected,9,all_persons,2021-03-01,2021-03-31,Q7a,with_children_and_adults,0
Data Not Collected,9,all_persons,2021-03-01,2021-03-31,Q7a,with_only_children,0
Data Not Collected,9,all_persons,2021-03-01,2021-03-31,Q7a,unknown_household_type,9
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-03-01,2021-03-31,Q7a,without_children,89
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-03-01,2021-03-31,Q7a,with_children_and_adults,40
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-03-01,2021-03-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2021-03-01,2021-03-31,Q7a,unknown_household_type,0
