conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,205,14,0,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,191
Mental Health Disorder,205,14,0,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Mental Health Disorder,205,14,0,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,44,0,0,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,44
Alcohol Use Disorder,44,0,0,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Alcohol Use Disorder,44,0,0,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,0
Drug Use Disorder,22,1,0,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,21
Drug Use Disorder,22,1,0,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Drug Use Disorder,22,1,0,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,47,0,0,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,47
Both Alcohol and Drug Use Disorders,47,0,0,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,47,0,0,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,0
Chronic Health Condition,114,11,2,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,101
Chronic Health Condition,114,11,2,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Chronic Health Condition,114,11,2,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,0
HIV/AIDS,96,8,0,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,87
HIV/AIDS,96,8,0,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
HIV/AIDS,96,8,0,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,1
Development Disability,56,5,11,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,39
Development Disability,56,5,11,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Development Disability,56,5,11,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,1
Physical Disability,121,12,1,all_persons,2021-03-01,2021-03-31,Q13c1,without_children,108
Physical Disability,121,12,1,all_persons,2021-03-01,2021-03-31,Q13c1,with_only_children,0
Physical Disability,121,12,1,all_persons,2021-03-01,2021-03-31,Q13c1,unknown_household_type,0
