health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2021-03-01,2021-03-31,Q21,at_start,602
MEDICAID,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,41
MEDICAID,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,96
MEDICARE,all_persons,2021-03-01,2021-03-31,Q21,at_start,109
MEDICARE,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,18
MEDICARE,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,17
State Children's Health Insurance Program,all_persons,2021-03-01,2021-03-31,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2021-03-01,2021-03-31,Q21,at_start,21
Veteran's Administration (VA) Medical Services,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,11
Veteran's Administration (VA) Medical Services,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,2
Employer - Provided Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_start,36
Employer - Provided Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,6
Health Insurance obtained through COBRA,all_persons,2021-03-01,2021-03-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_start,39
Private Pay Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,1
State Health Insurance for Adults,all_persons,2021-03-01,2021-03-31,Q21,at_start,5
State Health Insurance for Adults,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2021-03-01,2021-03-31,Q21,at_start,2
Indian Health Services Program,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,0
Other,all_persons,2021-03-01,2021-03-31,Q21,at_start,8
Other,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_start,327
No Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,56
Client Doesn't Know/Client Refused,all_persons,2021-03-01,2021-03-31,Q21,at_start,2
Client Doesn't Know/Client Refused,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2021-03-01,2021-03-31,Q21,at_start,91
Data Not Collected,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,428
Data Not Collected,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,2
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-03-01,2021-03-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,495
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_start,639
1 Source of Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,46
1 Source of Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,99
More than 1 Source of Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_start,92
More than 1 Source of Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_annual_assessment_for_stayers,13
More than 1 Source of Health Insurance,all_persons,2021-03-01,2021-03-31,Q21,at_exit_for_leavers,13
