veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_households,2021-03-01,2021-03-31,Q25b,without_children,18
Chronically Homeless Veteran,18,all_households,2021-03-01,2021-03-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,18,all_households,2021-03-01,2021-03-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,33,all_households,2021-03-01,2021-03-31,Q25b,without_children,31
Non-Chronically Homeless Veteran,33,all_households,2021-03-01,2021-03-31,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,33,all_households,2021-03-01,2021-03-31,Q25b,unknown_household_type,0
Not a Veteran,713,all_households,2021-03-01,2021-03-31,Q25b,without_children,618
Not a Veteran,713,all_households,2021-03-01,2021-03-31,Q25b,with_children_and_adults,92
Not a Veteran,713,all_households,2021-03-01,2021-03-31,Q25b,unknown_household_type,3
Client Doesn't Know/Client Refused,1,all_households,2021-03-01,2021-03-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2021-03-01,2021-03-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2021-03-01,2021-03-31,Q25b,unknown_household_type,0
Data Not Collected,11,all_households,2021-03-01,2021-03-31,Q25b,without_children,11
Data Not Collected,11,all_households,2021-03-01,2021-03-31,Q25b,with_children_and_adults,0
Data Not Collected,11,all_households,2021-03-01,2021-03-31,Q25b,unknown_household_type,0
